,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
CoC,"Total Year-Round Beds (ES,TH,SH)","Total Non-DV Year-Round Beds (ES,TH,SH)","Total HMIS Year-Round Beds (ES,TH,SH)","HMIS Participation Rate (ES,TH,SH)",Total Emergency Shelter (ES) Beds (excluding seasonal+O/V),Total Transitional Housing (TH) Beds,Total Safe Haven (SH) Beds,"Total Units for Households with Children (ES,TH)","Total Beds for Households with Children (ES,TH)","Total Beds for Households without Children (ES,TH,SH)",Total Year-Round ES Beds,Total Non-DV Year-Round ES Beds,Total HMIS Year-Round ES Beds,ES HMIS Participation Rate,Total Seasonal ES Beds,Total Overflow/Voucher ES Beds,Total ES Units for Households with Children,Total ES Beds for Households with Children,Total ES Beds for Households without Children,Total TH Beds,Total Year-Round TH Beds,Total Non-DV Year-Round TH Beds,Total HMIS Year-Round TH Beds,TH HMIS Participation Rate,Total TH Units for Households with Children,Total TH Beds for Households with Children,Total TH Beds for Households without Children,Total SH Beds,Total Year-Round SH Beds,Total Non-DV Year-Round SH Beds,Total HMIS Year-Round SH Beds,SH HMIS Participation Rate,Total SH Beds for Households without Children,Total PSH Beds,Total Year-Round PSH Beds,Total Non-DV Year-Round PSH Beds,Total HMIS Year-Round PSH Beds,PSH HMIS Participation Rate,Total Chronic Homeless PSH Beds,Total PSH Units for Households with Children,Total PSH Beds for Households with Children,Total PSH Beds for Households without Children
FL-505,149,111,103,92.80%,61,88,0,28,66,83,61,23,21,91.30%,130,20,12,24,37,88,88,88,82,93.20%,16,42,46,0,0,0,0,0.00%,0,70,70,70,70,100.00%,70,0,0,70
FL-506,693,566,408,72.10%,253,440,0,61,285,408,253,186,115,61.80%,150,15,20,102,151,440,440,380,293,77.10%,41,183,257,0,0,0,0,0.00%,0,254,254,254,231,90.90%,126,47,128,126
FL-507,"2,435","2,190","1,556",71.10%,"1,244","1,166",25,276,969,"1,466","1,244","1,056",812,76.90%,0,90,97,379,865,"1,166","1,166","1,109",719,64.80%,179,590,576,25,25,25,25,100.00%,25,503,503,503,101,20.10%,29,0,0,503
FL-508,396,317,220,69.40%,163,233,0,54,158,238,163,108,84,77.80%,100,36,21,58,105,233,233,209,136,65.10%,33,100,133,0,0,0,0,0.00%,0,91,91,91,91,100.00%,47,3,8,83
FL-509,257,205,205,100.00%,175,82,0,69,205,52,175,123,123,100.00%,49,0,40,123,52,82,82,82,82,100.00%,29,82,0,0,0,0,0,0.00%,0,126,126,126,126,100.00%,112,4,7,119
FL-510,"2,477","2,339","1,557",66.60%,915,"1,562",0,213,767,"1,710",915,777,690,88.80%,0,326,88,282,633,"1,562","1,562","1,562",867,55.50%,125,485,"1,077",0,0,0,0,0.00%,0,819,819,819,704,86.00%,181,34,57,762
FL-511,554,483,407,84.30%,197,357,0,51,238,316,197,126,98,77.80%,0,36,22,110,87,357,357,357,309,86.60%,29,128,229,0,0,0,0,0.00%,0,130,130,130,130,100.00%,65,0,0,130
FL-512,184,112,154,137.50%,100,84,0,57,118,66,100,52,76,146.20%,0,0,10,40,60,84,84,60,78,130.00%,47,78,6,0,0,0,0,0.00%,0,73,73,73,0,0.00%,73,0,0,73
FL-513,648,632,462,73.10%,134,514,0,82,275,373,134,118,51,43.20%,106,0,9,26,108,514,514,514,411,80.00%,73,249,265,0,0,0,0,0.00%,0,112,112,112,112,100.00%,43,36,69,43
FL-514,313,245,239,97.60%,195,118,0,16,67,246,195,127,127,100.00%,0,3,3,13,182,118,118,118,112,94.90%,13,54,64,0,0,0,0,0.00%,0,8,8,8,8,100.00%,0,0,0,8
FL-515,237,206,202,98.10%,82,155,0,18,67,170,82,51,51,100.00%,0,0,2,7,75,155,155,155,151,97.40%,16,60,95,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
FL-516,199,199,97,48.70%,102,97,0,26,81,118,102,102,22,21.60%,0,9,4,21,81,97,97,97,75,77.30%,22,60,37,0,0,0,0,0.00%,0,77,77,77,40,51.90%,12,40,65,12
FL-517,109,109,16,14.70%,68,41,0,5,20,89,68,68,0,0.00%,0,0,3,8,60,41,41,41,16,39.00%,2,12,29,0,0,0,0,0.00%,0,128,128,128,16,12.50%,28,18,52,76
FL-518,103,53,53,100.00%,79,24,0,0,0,103,79,37,37,100.00%,0,0,0,0,79,24,24,16,16,100.00%,0,0,24,0,0,0,0,0.00%,0,11,11,11,11,100.00%,11,0,0,11
FL-519,228,172,78,45.30%,183,45,0,24,74,154,183,127,33,26.00%,100,0,24,74,109,45,45,45,45,100.00%,0,0,45,0,0,0,0,0.00%,0,30,30,30,30,100.00%,0,10,30,0
FL-520,289,193,161,83.40%,125,156,8,26,89,200,125,39,11,28.20%,0,"1,213",18,68,57,156,156,146,146,100.00%,8,21,135,8,8,8,4,50.00%,8,63,63,63,58,92.10%,4,0,0,63
FL-600,"3,330","2,870","1,969",68.60%,"1,407","1,895",28,364,"1,492","1,838","1,407","1,318",965,73.20%,0,429,147,621,786,"1,895","1,895","1,524",976,64.00%,217,871,"1,024",28,28,28,28,100.00%,28,"2,492","2,492","2,492","2,488",99.80%,478,402,"1,332","1,160"
FL-601,"2,495","2,433","1,169",48.00%,704,"1,713",78,195,626,"1,869",704,642,555,86.40%,0,145,53,226,478,"1,713","1,713","1,713",536,31.30%,142,400,"1,313",78,78,78,78,100.00%,78,"1,830","1,830","1,351","1,107",81.90%,207,392,"1,321",509
FL-602,150,131,115,87.80%,62,88,0,28,62,88,62,56,40,71.40%,0,0,4,10,52,88,88,75,75,100.00%,24,52,36,0,0,0,0,0.00%,0,69,69,69,69,100.00%,15,18,36,33
FL-603,423,366,316,86.30%,139,284,0,20,79,344,139,82,82,100.00%,0,0,8,43,96,284,284,284,234,82.40%,12,36,248,0,0,0,0,0.00%,0,103,103,103,103,100.00%,64,5,11,92
FL-604,517,467,467,100.00%,267,250,0,29,94,423,267,217,217,100.00%,0,32,15,42,225,250,250,250,250,100.00%,14,52,198,0,0,0,0,0.00%,0,168,168,168,168,100.00%,47,12,30,138
FL-605,713,485,489,100.80%,412,287,14,78,336,377,412,262,284,108.40%,0,82,50,226,186,287,287,209,191,91.40%,28,110,177,14,14,14,14,100.00%,14,393,393,393,349,88.80%,99,60,227,166
FL-606,270,210,188,89.50%,196,74,0,29,88,182,196,156,138,88.50%,0,49,18,57,139,74,74,54,50,92.60%,11,31,43,0,0,0,0,0.00%,0,38,38,38,22,57.90%,0,2,4,34
GA-500,"4,783","4,681","3,388",72.40%,"1,797","2,971",15,407,"1,516","3,267","1,797","1,734","1,155",66.60%,392,65,93,345,"1,452","2,971","2,971","2,932","2,218",75.60%,314,"1,171","1,800",15,15,15,15,100.00%,15,"1,731","1,731","1,731","1,024",59.20%,237,173,562,"1,169"
GA-501,"3,090","2,014","1,807",89.70%,"1,686","1,404",0,501,"1,769","1,321","1,686",905,755,83.40%,112,42,253,901,785,"1,404","1,404","1,109","1,052",94.90%,248,868,536,0,0,0,0,0.00%,0,"1,349","1,349","1,245","1,121",90.00%,224,333,752,597
GA-503,213,197,138,70.10%,119,94,0,28,97,116,119,103,75,72.80%,15,0,10,31,88,94,94,94,63,67.00%,18,66,28,0,0,0,0,0.00%,0,73,73,73,73,100.00%,56,6,17,56
GA-504,460,460,265,57.60%,303,157,0,67,146,314,303,303,155,51.20%,0,0,34,68,235,157,157,157,110,70.10%,33,78,79,0,0,0,0,0.00%,0,27,27,27,27,100.00%,0,2,8,19
GA-505,284,241,95,39.40%,222,62,0,22,83,201,222,179,53,29.60%,0,2,22,83,139,62,62,62,42,67.70%,0,0,62,0,0,0,0,0.00%,0,143,143,143,143,100.00%,23,0,0,143
GA-506,472,416,346,83.20%,139,333,0,81,335,137,139,103,77,74.80%,48,29,23,95,44,333,333,313,269,85.90%,58,240,93,0,0,0,0,0.00%,0,77,77,77,77,100.00%,53,6,22,55
GA-507,850,802,706,88.00%,471,379,0,68,253,597,471,423,327,77.30%,30,0,14,91,380,379,379,379,379,100.00%,54,162,217,0,0,0,0,0.00%,0,384,384,384,384,100.00%,41,76,224,160
GU-500,244,203,117,57.60%,97,147,0,36,130,114,97,56,0,0.00%,0,0,10,39,58,147,147,147,117,79.60%,26,91,56,0,0,0,0,0.00%,0,59,59,59,49,83.10%,7,4,12,47
HI-500,920,823,823,100.00%,320,600,0,167,562,358,320,239,239,100.00%,0,0,53,192,128,600,600,584,584,100.00%,114,370,230,0,0,0,0,0.00%,0,109,109,109,97,89.00%,92,0,0,109
HI-501,"2,952","2,850","2,838",99.60%,"1,077","1,850",25,529,"1,995",957,"1,077",995,987,99.20%,0,64,167,530,547,"1,850","1,850","1,830","1,826",99.80%,362,"1,465",385,25,25,25,25,100.00%,25,619,619,619,619,100.00%,178,51,147,472
IA-500,450,247,146,59.10%,159,291,0,99,272,178,159,126,29,23.00%,0,0,12,51,108,291,291,121,117,96.70%,87,221,70,0,0,0,0,0.00%,0,6,6,6,6,100.00%,3,0,0,6
IA-501,"2,590","2,119","1,695",80.00%,"1,033","1,557",0,514,"1,711",879,"1,033",593,463,78.10%,17,22,150,527,506,"1,557","1,557","1,526","1,232",80.70%,364,"1,184",373,0,0,0,0,0.00%,0,372,372,372,281,75.50%,60,45,106,266
IA-502,"1,271","1,197","1,101",92.00%,409,862,0,138,468,803,409,347,347,100.00%,0,4,33,124,285,862,862,850,754,88.70%,105,344,518,0,0,0,0,0.00%,0,413,413,413,410,99.30%,39,77,336,77
ID-500,834,709,308,43.40%,451,383,0,100,320,514,451,425,170,40.00%,146,259,51,149,302,383,383,284,138,48.60%,49,171,212,0,0,0,0,0.00%,0,118,118,118,110,93.20%,30,25,74,44
ID-501,"1,038",759,580,76.40%,431,607,0,202,624,414,431,237,172,72.60%,0,21,71,219,212,607,607,522,408,78.20%,131,405,202,0,0,0,0,0.00%,0,198,198,198,198,100.00%,71,35,93,105
IL-500,208,187,99,52.90%,12,196,0,33,92,116,12,12,12,100.00%,40,15,1,3,9,196,196,175,87,49.70%,32,89,107,0,0,0,0,0.00%,0,32,32,32,26,81.30%,17,0,0,32
IL-501,557,507,259,51.10%,244,313,0,103,287,270,244,199,129,64.80%,0,27,22,93,151,313,313,308,130,42.20%,81,194,119,0,0,0,0,0.00%,0,190,190,190,117,61.60%,16,16,38,152
IL-502,360,276,214,77.50%,105,240,15,65,210,150,105,70,70,100.00%,130,84,22,70,35,240,240,191,129,67.50%,43,140,100,15,15,15,15,100.00%,15,102,102,102,92,90.20%,45,11,35,67
IL-503,399,367,271,73.80%,47,352,0,38,121,278,47,31,32,103.20%,27,27,5,11,36,352,352,336,239,71.10%,33,110,242,0,0,0,0,0.00%,0,123,123,123,98,79.70%,67,14,28,95
IL-504,244,208,186,89.40%,118,126,0,61,200,44,118,82,82,100.00%,0,40,28,77,41,126,126,126,104,82.50%,33,123,3,0,0,0,0,0.00%,0,104,104,104,104,100.00%,37,10,28,76
IL-505,105,57,55,96.50%,32,73,0,26,61,44,32,0,0,0.00%,0,10,12,24,8,73,73,57,55,96.50%,14,37,36,0,0,0,0,0.00%,0,41,41,41,41,100.00%,22,0,0,41
IL-506,426,406,406,100.00%,158,268,0,70,213,213,158,138,138,100.00%,0,320,0,0,158,268,268,268,268,100.00%,70,213,55,0,0,0,0,0.00%,0,318,318,318,220,69.20%,26,44,140,178
IL-507,573,472,374,79.20%,327,246,0,66,302,271,327,252,202,80.20%,0,0,37,151,176,246,246,220,172,78.20%,29,151,95,0,0,0,0,0.00%,0,245,245,245,186,75.90%,49,39,124,121
IL-508,284,252,223,88.50%,147,137,0,63,194,90,147,115,105,91.30%,0,18,28,85,62,137,137,137,118,86.10%,35,109,28,0,0,0,0,0.00%,0,163,163,163,163,100.00%,29,34,102,61
IL-509,87,58,34,58.60%,24,63,0,24,65,22,24,24,0,0.00%,0,10,1,4,20,63,63,34,34,100.00%,23,61,2,0,0,0,0,0.00%,0,54,54,54,54,100.00%,26,0,0,54
IL-510,"6,127","5,767","4,010",69.50%,"2,101","3,956",70,963,"3,270","2,857","2,101","2,062",772,37.40%,130,500,130,407,"1,694","3,956","3,956","3,635","3,168",87.20%,833,"2,863","1,093",70,70,70,70,100.00%,70,"7,409","7,409","7,357","5,458",74.20%,"1,945",899,"2,575","4,834"
IL-511,938,821,758,92.30%,220,703,15,204,660,278,220,128,120,93.80%,283,63,36,111,109,703,703,678,623,91.90%,168,549,154,15,15,15,15,100.00%,15,156,156,156,151,96.80%,57,23,66,90
IL-512,423,369,299,81.00%,232,167,24,77,235,188,232,178,144,80.90%,10,99,37,100,132,167,167,167,131,78.40%,40,135,32,24,24,24,24,100.00%,24,62,62,62,62,100.00%,1,9,30,32
IL-513,261,229,229,100.00%,127,134,0,24,93,168,127,95,95,100.00%,45,36,7,26,101,134,134,134,134,100.00%,17,67,67,0,0,0,0,0.00%,0,110,110,110,110,100.00%,39,16,40,70
IL-514,819,742,742,100.00%,227,592,0,141,509,310,227,172,172,100.00%,0,0,25,59,168,592,592,570,570,100.00%,116,450,142,0,0,0,0,0.00%,0,271,271,271,271,100.00%,61,39,176,95
IL-515,188,134,80,59.70%,74,114,0,50,160,28,74,45,0,0.00%,0,0,16,51,23,114,114,89,80,89.90%,34,109,5,0,0,0,0,0.00%,0,20,20,20,20,100.00%,0,7,15,5
IL-516,166,138,78,56.50%,88,71,7,49,97,69,88,60,0,0.00%,0,4,18,35,53,71,71,71,71,100.00%,31,62,9,7,7,7,7,100.00%,7,84,84,84,84,100.00%,25,17,43,41
IL-517,468,418,418,100.00%,322,146,0,53,177,291,322,288,288,100.00%,0,16,26,90,232,146,146,130,130,100.00%,27,87,59,0,0,0,0,0.00%,0,83,83,83,83,100.00%,54,0,0,83
IL-518,503,381,192,50.40%,230,273,0,98,292,211,230,138,31,22.50%,42,0,43,108,122,273,273,243,161,66.30%,55,184,89,0,0,0,0,0.00%,0,18,18,18,18,100.00%,0,0,0,18
IL-519,230,165,53,32.10%,103,127,0,37,144,86,103,48,0,0.00%,0,"1,133",16,55,48,127,127,117,53,45.30%,21,89,38,0,0,0,0,0.00%,0,53,53,53,53,100.00%,0,11,53,0
IL-520,449,316,212,67.10%,262,187,0,84,267,182,262,164,121,73.80%,0,3,36,122,140,187,187,152,91,59.90%,48,145,42,0,0,0,0,0.00%,0,189,189,189,87,46.00%,104,40,83,106
IN-500,596,443,413,93.20%,184,412,0,86,239,357,184,126,136,107.90%,69,25,15,53,131,412,412,317,277,87.40%,71,186,226,0,0,0,0,0.00%,0,193,193,185,185,100.00%,26,9,19,174
IN-502,"5,741","4,254","3,025",71.10%,"3,060","2,681",0,"1,058","3,390","2,351","3,060","2,105","1,557",74.00%,12,623,533,"1,674","1,386","2,681","2,681","2,149","1,468",68.30%,525,"1,716",965,0,0,0,0,0.00%,0,715,715,711,494,69.50%,116,62,126,589
IN-503,"2,474","2,130",353,16.60%,840,"1,609",25,340,864,"1,610",840,650,204,31.40%,20,265,194,417,423,"1,609","1,609","1,455",124,8.50%,146,447,"1,162",25,25,25,25,100.00%,25,"1,098","1,098","1,098",670,61.00%,367,143,395,703
KS-501,190,168,90,53.60%,41,149,0,21,95,95,41,41,16,39.00%,0,0,3,12,29,149,149,127,74,58.30%,18,83,66,0,0,0,0,0.00%,0,10,10,10,4,40.00%,7,0,0,10
KS-502,578,473,300,63.40%,359,199,20,98,272,306,359,292,145,49.70%,87,0,44,130,229,199,199,161,135,83.90%,54,142,57,20,20,20,20,100.00%,20,286,286,286,256,89.50%,62,108,128,158
KS-503,317,317,91,28.70%,206,111,0,49,164,153,206,206,0,0.00%,0,30,37,96,110,111,111,111,91,82.00%,12,68,43,0,0,0,0,0.00%,0,334,334,334,334,100.00%,117,87,146,188
KS-505,179,121,121,100.00%,99,80,0,46,158,21,99,59,59,100.00%,0,0,27,88,11,80,80,62,62,100.00%,19,70,10,0,0,0,0,0.00%,0,31,31,31,13,41.90%,5,2,12,19
KS-507,"1,210",781,470,60.20%,830,380,0,153,517,693,830,425,361,84.90%,0,"5,108",122,413,417,380,380,356,109,30.60%,31,104,276,0,0,0,0,0.00%,0,57,57,57,57,100.00%,19,0,0,57
KY-500,"2,489","2,015","1,754",87.00%,"1,228","1,261",0,531,"1,610",879,"1,228",870,688,79.10%,35,0,178,652,576,"1,261","1,261","1,145","1,066",93.10%,353,958,303,0,0,0,0,0.00%,0,878,878,757,725,95.80%,95,201,517,361
KY-501,"2,390","2,275","1,703",74.90%,"1,063","1,317",10,379,965,"1,425","1,063",992,815,82.20%,0,257,53,169,894,"1,317","1,317","1,273",878,69.00%,326,796,521,10,10,10,10,100.00%,10,666,666,666,576,86.50%,136,108,248,418
KY-502,"1,199","1,044",627,60.10%,478,721,0,167,415,784,478,433,275,63.50%,0,0,20,60,418,721,721,611,352,57.60%,147,355,366,0,0,0,0,0.00%,0,328,328,328,209,63.70%,89,43,100,228
LA-500,739,621,480,77.30%,228,511,0,114,370,369,228,146,129,88.40%,0,99,19,88,140,511,511,475,351,73.90%,95,282,229,0,0,0,0,0.00%,0,91,91,91,89,97.80%,14,20,51,40
LA-501,253,182,65,35.70%,221,32,0,97,97,156,221,150,33,22.00%,0,0,97,97,124,32,32,32,32,100.00%,0,0,32,0,0,0,0,0.00%,0,99,99,99,24,24.20%,3,71,79,20
LA-502,987,920,861,93.60%,349,628,10,123,441,546,349,295,295,100.00%,0,15,38,118,231,628,628,615,556,90.40%,85,323,305,10,10,10,10,100.00%,10,241,241,241,106,44.00%,69,12,37,204
LA-503,976,927,872,94.10%,200,761,15,166,479,497,200,173,173,100.00%,124,0,21,55,145,761,761,739,684,92.60%,145,424,337,15,15,15,15,100.00%,15,986,986,986,964,97.80%,125,132,438,548
LA-504,844,784,544,69.40%,205,639,0,61,157,687,205,145,139,95.90%,0,100,31,94,111,639,639,639,405,63.40%,30,63,576,0,0,0,0,0.00%,0,330,330,330,330,100.00%,19,47,117,213
LA-505,256,139,108,77.70%,119,137,0,40,153,103,119,85,75,88.20%,0,16,3,45,74,137,137,54,33,61.10%,37,108,29,0,0,0,0,0.00%,0,90,90,90,22,24.40%,12,8,8,82
LA-506,265,182,138,75.80%,87,178,0,53,180,85,87,59,27,45.80%,0,11,16,42,45,178,178,123,111,90.20%,37,138,40,0,0,0,0,0.00%,0,164,164,156,156,100.00%,27,31,103,61
LA-507,261,225,85,37.80%,120,141,0,10,17,244,120,84,12,14.30%,0,32,4,4,116,141,141,141,73,51.80%,6,13,128,0,0,0,0,0.00%,0,217,217,217,215,99.10%,142,6,8,209
LA-508,126,115,45,39.10%,73,53,0,22,61,65,73,62,26,41.90%,0,0,16,44,29,53,53,53,19,35.80%,6,17,36,0,0,0,0,0.00%,0,212,212,184,124,67.40%,2,28,98,114
MA-500,"5,219","4,998","4,619",92.40%,"3,380","1,833",6,885,"2,708","2,511","3,380","3,290","3,155",95.90%,160,69,647,"2,138","1,242","1,833","1,833","1,702","1,458",85.70%,238,570,"1,263",6,6,6,6,100.00%,6,"3,594","3,594","3,564","1,423",39.90%,"1,364",347,830,"2,764"
MA-501,"1,150","1,077",722,67.00%,745,399,6,173,693,457,745,684,654,95.60%,26,0,152,633,112,399,399,387,68,17.60%,21,60,339,6,6,6,0,0.00%,6,266,266,266,21,7.90%,94,14,35,231
MA-502,407,299,299,100.00%,266,141,0,82,260,147,266,195,195,100.00%,0,0,65,221,45,141,141,104,104,100.00%,17,39,102,0,0,0,0,0.00%,0,265,265,250,236,94.40%,20,20,45,220
MA-503,449,380,305,80.30%,289,160,0,98,266,183,289,220,203,92.30%,15,0,76,198,91,160,160,160,102,63.80%,22,68,92,0,0,0,0,0.00%,0,203,203,203,176,86.70%,123,8,16,187
MA-504,727,644,502,78.00%,381,340,6,143,420,307,381,344,298,86.60%,30,1,74,202,179,340,340,294,198,67.30%,69,218,122,6,6,6,6,100.00%,6,326,326,326,260,79.80%,117,27,74,252
MA-505,364,330,308,93.30%,115,249,0,26,99,265,115,95,75,78.90%,0,9,20,81,34,249,249,235,233,99.10%,6,18,231,0,0,0,0,0.00%,0,292,292,272,272,100.00%,37,62,205,87
MA-506,"1,421","1,355","1,080",79.70%,798,610,13,360,814,607,798,772,592,76.70%,0,0,160,440,358,610,610,570,475,83.30%,200,374,236,13,13,13,13,100.00%,13,783,783,783,639,81.60%,225,118,258,525
MA-507,204,180,137,76.10%,57,147,0,23,60,144,57,33,33,100.00%,0,11,16,41,16,147,147,147,104,70.70%,7,19,128,0,0,0,0,0.00%,0,192,192,192,6,3.10%,41,31,72,120
MA-508,354,256,218,85.20%,37,317,0,69,192,162,37,37,37,100.00%,36,36,12,37,0,317,317,219,181,82.60%,57,155,162,0,0,0,0,0.00%,0,175,175,175,12,6.90%,24,14,50,125
MA-509,390,362,362,100.00%,241,149,0,46,92,298,241,227,227,100.00%,24,16,31,62,179,149,149,135,135,100.00%,15,30,119,0,0,0,0,0.00%,0,171,171,159,159,100.00%,79,12,24,147
MA-510,648,579,426,73.60%,342,300,6,117,331,317,342,324,267,82.40%,24,8,80,239,103,300,300,249,153,61.40%,37,92,208,6,6,6,6,100.00%,6,199,199,199,154,77.40%,116,13,37,162
MA-511,243,225,225,100.00%,202,41,0,47,126,117,202,184,184,100.00%,10,25,30,85,117,41,41,41,41,100.00%,17,41,0,0,0,0,0,0.00%,0,297,297,297,297,100.00%,66,52,147,150
MA-512,250,250,146,58.40%,121,129,0,60,178,72,121,121,75,62.00%,0,47,20,61,60,129,129,129,71,55.00%,40,117,12,0,0,0,0,0.00%,0,132,132,132,34,25.80%,45,4,14,118
MA-513,96,96,96,100.00%,69,27,0,34,85,11,69,69,69,100.00%,0,22,26,69,0,27,27,27,27,100.00%,8,16,11,0,0,0,0,0.00%,0,128,128,128,128,100.00%,34,36,93,35
MA-514,695,674,536,79.50%,556,139,0,167,453,242,556,535,535,100.00%,8,7,167,453,103,139,139,139,1,0.70%,0,0,139,0,0,0,0,0.00%,0,351,351,351,78,22.20%,104,0,0,351
MA-515,151,139,119,85.60%,60,91,0,25,65,86,60,48,48,100.00%,7,4,11,29,31,91,91,91,71,78.00%,14,36,55,0,0,0,0,0.00%,0,105,105,105,105,100.00%,22,14,40,65
MA-516,433,390,300,76.90%,203,230,0,104,300,133,203,191,157,82.20%,0,0,58,165,38,230,230,199,143,71.90%,46,135,95,0,0,0,0,0.00%,0,231,231,181,96,53.00%,30,28,59,172
MA-517,130,121,115,95.00%,99,31,0,23,59,71,99,90,90,100.00%,0,0,20,53,46,31,31,31,25,80.60%,3,6,25,0,0,0,0,0.00%,0,110,110,110,94,85.50%,31,19,42,68
MA-518,143,94,94,100.00%,45,98,0,61,139,4,45,45,45,100.00%,0,0,25,45,0,98,98,49,49,100.00%,36,94,4,0,0,0,0,0.00%,0,134,134,122,94,77.00%,58,4,12,122
MA-519,128,100,100,100.00%,65,63,0,26,85,43,65,53,53,100.00%,0,0,13,44,21,63,63,47,47,100.00%,13,41,22,0,0,0,0,0.00%,0,81,81,81,73,90.10%,20,9,31,50
MA-520,637,601,491,81.70%,434,203,0,157,476,161,434,422,422,100.00%,12,26,122,383,51,203,203,179,69,38.50%,35,93,110,0,0,0,0,0.00%,0,65,65,65,62,95.40%,32,13,30,35
MD-500,130,110,53,48.20%,77,53,0,29,83,47,77,57,0,0.00%,15,31,15,37,40,53,53,53,53,100.00%,14,46,7,0,0,0,0,0.00%,0,91,91,91,91,100.00%,5,21,64,27
MD-501,"1,926","1,926","1,298",67.40%,591,"1,296",39,215,539,"1,387",591,591,313,53.00%,352,218,57,132,459,"1,296","1,296","1,296",946,73.00%,158,407,889,39,39,39,39,100.00%,39,"1,796","1,796","1,796","1,796",100.00%,430,330,859,937
MD-502,127,99,91,91.90%,56,71,0,24,67,60,56,28,28,100.00%,0,29,7,27,29,71,71,71,63,88.70%,17,40,31,0,0,0,0,0.00%,0,85,85,85,85,100.00%,21,20,56,29
MD-503,201,180,180,100.00%,109,92,0,59,164,37,109,88,88,100.00%,50,25,34,86,23,92,92,92,92,100.00%,25,78,14,0,0,0,0,0.00%,0,162,162,162,162,100.00%,42,38,96,66
MD-504,144,110,105,95.50%,59,85,0,24,112,32,59,51,51,100.00%,25,10,9,27,32,85,85,59,54,91.50%,15,85,0,0,0,0,0,0.00%,0,72,72,72,72,100.00%,18,14,39,33
MD-505,499,419,438,104.50%,379,120,0,120,283,216,379,305,342,112.10%,24,37,84,187,192,120,120,114,96,84.20%,36,96,24,0,0,0,0,0.00%,0,303,303,303,150,49.50%,21,86,264,39
MD-506,156,144,92,63.90%,59,72,25,20,61,95,59,47,51,108.50%,35,13,15,47,12,72,72,72,16,22.20%,5,14,58,25,25,25,25,100.00%,25,23,23,23,23,100.00%,15,2,5,18
MD-507,146,72,72,100.00%,63,83,0,31,97,49,63,17,17,100.00%,45,27,15,49,14,83,83,55,55,100.00%,16,48,35,0,0,0,0,0.00%,0,32,32,32,23,71.90%,13,7,17,15
MD-508,248,205,202,98.50%,116,132,0,46,169,79,116,73,77,105.50%,35,24,22,81,35,132,132,132,125,94.70%,24,88,44,0,0,0,0,0.00%,0,249,249,249,249,100.00%,42,86,207,42
MD-509,217,153,153,100.00%,39,178,0,49,153,64,39,10,10,100.00%,70,0,1,21,18,178,178,143,143,100.00%,48,132,46,0,0,0,0,0.00%,0,28,28,28,28,100.00%,14,4,9,19
MD-510,41,27,27,100.00%,22,19,0,7,18,23,22,8,8,100.00%,0,0,2,5,17,19,19,19,19,100.00%,5,13,6,0,0,0,0,0.00%,0,122,122,122,122,100.00%,4,57,109,13
MD-511,114,114,114,100.00%,33,81,0,15,87,27,33,33,33,100.00%,39,6,3,15,18,81,81,81,81,100.00%,12,72,9,0,0,0,0,0.00%,0,95,95,95,95,100.00%,4,25,64,31
MD-512,241,191,181,94.80%,150,91,0,14,68,173,150,108,108,100.00%,59,100,10,60,90,91,91,83,73,88.00%,4,8,83,0,0,0,0,0.00%,0,110,110,110,110,100.00%,7,11,28,82
MD-513,173,154,154,100.00%,109,64,0,27,103,70,109,90,90,100.00%,50,10,13,51,58,64,64,64,64,100.00%,14,52,12,0,0,0,0,0.00%,0,129,129,129,99,76.70%,13,28,72,57
MD-600,531,510,404,79.20%,230,301,0,102,449,82,230,209,172,82.30%,120,0,27,176,54,301,301,301,232,77.10%,75,273,28,0,0,0,0,0.00%,0,493,493,493,358,72.60%,21,158,415,78
MD-601,716,662,658,99.40%,244,432,40,129,405,311,244,190,190,100.00%,100,216,46,133,111,432,432,432,428,99.10%,83,272,160,40,40,40,40,100.00%,40,812,812,812,810,99.80%,53,178,537,275
ME-500,"1,634","1,355","1,114",82.20%,536,"1,098",0,370,"1,010",624,536,384,330,85.90%,25,36,93,272,264,"1,098","1,098",971,784,80.70%,277,738,360,0,0,0,0,0.00%,0,"1,105","1,105","1,099","1,004",91.40%,42,178,568,537
ME-501,560,486,222,45.70%,140,420,0,92,306,254,140,113,108,95.60%,0,3,14,30,110,420,420,373,114,30.60%,78,276,144,0,0,0,0,0.00%,0,257,257,255,213,83.50%,14,26,66,191
ME-502,772,758,659,86.90%,332,440,0,118,324,448,332,318,313,98.40%,0,45,27,97,235,440,440,440,346,78.60%,91,227,213,0,0,0,0,0.00%,0,390,390,390,346,88.70%,52,46,163,227
MI-500,"1,807","1,068","1,006",94.20%,960,847,0,455,"1,112",695,960,389,372,95.60%,30,115,221,530,430,847,847,679,634,93.40%,234,582,265,0,0,0,0,0.00%,0,"1,053","1,053","1,007",927,92.10%,18,343,791,262
